"TowerHeight","NumShoes","TVALUE","Attempt","betf.rate","crtv.rate","Category","CountryCode","Country","Gender_code","OccupationCode","Occupation_description","Score","Gender","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Occupation_Category"
"61","18","3.38888888888889",20,"7","7","Brick Wall ST",187," United States of America",1,1,"Management: professional or related occupations",64,"Male",5,8,9,3,5,7,4,7,9,7,"Management/Professional"
"67","12","5.58333333333333",20,"6","2","Pyramid ST",36," China",0,11,"Life, physical, or social science",49,"Female",3,7,7,7,5,2,3,8,2,5,"Science"
"42","6","7",20,"7","7","Pyramid ST",36," China",0,8,"Computer or mathematical",22,"Female",3,2,2,2,1,3,2,3,2,2,"Management/Professional"
"42","2","21",20,"7","7","Gladiolus ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",60,"Male",7,6,9,8,3,2,4,5,8,8,"Arts Design Sports Media"
"39","33","1.18181818181818",23,"7","10","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",1,18,"Health care support",55,"Male",6,5,1,7,7,9,1,9,5,5,"Health"
"120","38","3.15789473684211",23,"7","3","Unknown",78," India",0,11,"Life, physical, or social science",59,"Female",1,8,3,4,8,9,7,8,2,9,"Science"
"80","36","2.22222222222222",1,"7","1","Brick Wall ST",36," China",1,21,"Food preparation or serving-related",40,"Male",2,5,8,5,3,6,2,1,5,3,"Services"
"98","23","4.26086956521739",23,"6.45","10","Pyramid ST + Gladiolus ST",36," China",1,5,"Business and financial operations",57,"Male",5,4,8,7,5,7,8,3,5,5,"Management/Professional"
"64","10","6.4",24,"7","8","Bridge ST",36," China",0,32,"Supervisors, transportation or material moving",47,"Female",2,8,1,7,8,8,2,2,2,7,"Management/Professional"
"97","39","2.48717948717949",25,"5","8.5","Gladiolus ST",187," United States of America",0,1,"Management: professional or related occupations",39,"Female",3,5,4,4,3,7,3,3,3,4,"Management/Professional"
"64","7","9.14285714285714",25,"7","9","Gladiolus ST",187," United States of America",0,24,"Sales or related occupations",51,"Female",2,4,8,5,4,5,7,3,7,6,"Services"
"68","11","6.18181818181818",25,"7","5","Brick Wall ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",31,"Female",2,3,2,5,2,2,5,1,5,4,"Engineering"
"60.96","13","4.68923076923077",27,"7","6","Unknown",187," United States of America",1,14,"Education, training, or library",26,"Male",1,1,5,2,2,3,2,2,3,5,"Education/Training"
"91","64","1.421875",3,"8","8","Pyramid ST",126," Nigeria",0,2,"Management: business or  financial operations occupations",45,"Female",6,7,2,4,5,5,7,1,1,7,"Management/Professional"
"98","24","4.08333333333333",3,"2","6","Pyramid ST + Gladiolus ST",9," Australia",0,14,"Education, training, or library",60,"Female",5,9,3,1,9,9,3,5,7,9,"Education/Training"
"55","26","2.11538461538462",1,"4","7","Pile ST",82," Ireland",1,15,"Arts, design, entertainment, sports, or media",31,"Male",2,2,1,5,5,5,1,2,5,3,"Arts Design Sports Media"
"48","8","6",3,"6","5","Pyramid ST",86," Japan",0,14,"Education, training, or library",70,"Female",9,9,9,9,9,9,1,1,5,9,"Education/Training"
"76","15","5.06666666666667",3,"7","1","Unknown",185," United Kingdom of Great Britain and Northern I",0,8,"Computer or mathematical",40,"Female",1,1,5,9,5,8,1,4,1,5,"Management/Professional"
"140","80","1.75",3,"9","2","Pyramid ST",111," Mexico",0,9,"Architects, surveyors, cartographers, or engineers",49,"Female",2,5,6,2,7,7,8,2,5,5,"Engineering"
"81","52","1.55769230769231",3,"8","3","Pyramid ST",132," Panama",1,15,"Arts, design, entertainment, sports, or media",35,"Male",6,7,2,2,3,2,3,2,5,3,"Arts Design Sports Media"
"60.96","15","4.064",1,"5","5","Brick Wall ST",187," United States of America",1,25,"Office or administrative support",55,"Male",5,2,9,5,5,5,9,1,7,7,"Management/Professional"
"104","22","4.72727272727273",3,"2","1","Brick Wall ST",84," Italy",0,1,"Management: professional or related occupations",57,"Female",4,6,8,3,8,8,3,2,7,8,"Management/Professional"
"195","42","4.64285714285714",3,"8","3","Pyramid ST",36," China",1,12,"Community and social services",37,"Male",1,8,7,1,1,3,1,7,5,3,"Services"
"43","14","3.07142857142857",3,"7","3","Pyramid ST",187," United States of America",1,2,"Management: business or  financial operations occupations",69,"Male",7,8,8,8,9,5,3,3,9,9,"Management/Professional"
"150","208","0.721153846153846",3,"9","8","Pyramid ST",111," Mexico",0,14,"Education, training, or library",33,"Female",1,2,5,2,3,5,6,3,1,5,"Education/Training"
"70","16","4.375",3,"9","3","Brick Wall ST",130," Pakistan",1,11,"Life, physical, or social science",44,"Male",3,7,5,1,3,5,1,9,1,9,"Science"
"53.3","18","2.96111111111111",1,"7","8","Brick Wall ST",78," India",1,15,"Arts, design, entertainment, sports, or media",50,"Male",1,5,8,5,7,5,3,8,1,7,"Arts Design Sports Media"
"70","10","7",3,"3","1","Bridge ST",36," China",1,14,"Education, training, or library",40,"Male",5,1,1,1,9,5,1,1,9,7,"Education/Training"
"71","16","4.4375",3,"7","3","Pyramid ST",78," India",0,12,"Community and social services",34,"Female",1,1,1,1,9,1,9,9,1,1,"Services"
"225","3","75",3,"7","3","Pyramid ST",36," China",1,2,"Management: business or  financial operations occupations",60,"Male",7,6,7,6,6,6,5,4,6,7,"Management/Professional"
"25","12","2.08333333333333",3,"6","3","Brick Wall ST",78," India",0,1,"Management: professional or related occupations",69,"Female",6,9,4,8,8,7,7,3,9,8,"Management/Professional"
"94","18","5.22222222222222",3,"8","8","Unknown",78," India",0,15,"Arts, design, entertainment, sports, or media",52,"Female",3,8,9,3,5,7,1,3,5,8,"Arts Design Sports Media"
"66","6","11",3,"4","3","Pyramid ST + Gladiolus ST",66," Ghana",1,8,"Computer or mathematical",44,"Male",3,9,1,1,5,5,8,2,2,8,"Management/Professional"
"11.8","36","0.327777777777778",3,"10","2","Pile ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",56,"Male",4,6,2,4,8,8,8,3,5,8,"Arts Design Sports Media"
"79","10","7.9",1,"5","5","Unknown",75," Hong Kong (S.A.R.)",0,14,"Education, training, or library",64,"Female",5,7,3,4,9,9,7,6,7,7,"Education/Training"
"76","20","3.8",3,"4","5","Pyramid ST",187," United States of America",1,14,"Education, training, or library",53,"Male",8,5,9,5,8,2,3,1,3,9,"Education/Training"
"70","18","3.88888888888889",3,"5","3","Pyramid ST",7," Argentina",1,9,"Architects, surveyors, cartographers, or engineers",52,"Male",3,7,7,3,7,9,2,2,9,3,"Engineering"
"55","28","1.96428571428571",3,"7","3","Pile ST",187," United States of America",1,14,"Education, training, or library",45,"Male",5,8,5,7,7,1,5,1,1,5,"Education/Training"
"118","24","4.91666666666667",1,"7","6","Unknown",138," Portugal",1,11,"Life, physical, or social science",58,"Male",6,7,7,6,5,5,3,5,8,6,"Science"
"66","22","3",3,"4","3","Brick Wall ST",187," United States of America",0,1,"Management: professional or related occupations",55,"Female",7,6,7,6,5,5,4,4,5,6,"Management/Professional"
"20","60","0.333333333333333",3,"8","3","Unknown",36," China",0,8,"Computer or mathematical",48,"Female",4,6,4,6,4,6,4,6,4,4,"Management/Professional"
"120","17","7.05882352941176",3,"8","6","Pyramid ST",78," India",1,15,"Arts, design, entertainment, sports, or media",61,"Male",9,7,9,8,3,5,2,1,9,8,"Arts Design Sports Media"
"286","29","9.86206896551724",3,"9","9","Floor ST",83," Israel",1,8,"Computer or mathematical",44,"Male",3,4,1,7,6,2,8,8,3,2,"Management/Professional"
"114","58","1.96551724137931",3,"1","2","Pyramid ST",61," France",1,24,"Sales or related occupations",34,"Male",1,8,1,2,5,5,7,2,1,2,"Services"
"15","4","3.75",3,"8","7","Gladiolus ST",78," India",0,1,"Management: professional or related occupations",62,"Female",4,7,3,8,8,7,8,7,3,7,"Management/Professional"
"67.9","6","11.3166666666667",3,"7","2","Gladiolus ST",137," Poland",0,10,"Drafters, engineering, or mapping technicians",39,"Female",4,3,2,8,2,5,3,2,2,8,"Engineering"
"79","20","3.95",3,"5","5","Brick Wall ST",111," Mexico",1,15,"Arts, design, entertainment, sports, or media",33,"Male",1,3,2,1,4,5,2,4,8,3,"Arts Design Sports Media"
"85","30","2.83333333333333",3,"6","3","Pyramid ST",163," Spain",1,1,"Management: professional or related occupations",50,"Male",7,1,9,8,8,2,3,2,2,8,"Management/Professional"
"84","24","3.5",3,"4","3","Pile ST",65," Algeria",1,14,"Business and financial operations",73,"Male",6,8,9,7,8,8,4,7,8,8,"Management/Professional"
"74","37","2",3,"7","7","Unknown",183," Ukraine",1,1,"Management: professional or related occupations",47,"Male",4,7,3,2,6,5,5,3,7,5,"Management/Professional"
"54","10","5.4",3,"10","3","Pyramid ST",36," China",1,15,"Arts, design, entertainment, sports, or media",53,"Male",3,2,6,6,4,8,7,7,4,6,"Arts Design Sports Media"
"117","87","1.3448275862069",3,"6","3","Pyramid ST",126," Nigeria",0,15,"Arts, design, entertainment, sports, or media",61,"Female",7,7,9,2,7,5,5,7,7,5,"Arts Design Sports Media"
"67","28","2.39285714285714",3,"7","7","Brick Wall ST",36," China",1,15,"Arts, design, entertainment, sports, or media",58,"Male",8,2,5,5,4,5,8,9,5,7,"Arts Design Sports Media"
"74","16","4.625",3,"8.5","5","Pyramid ST",143," Russian Federation",1,1,"Management: professional or related occupations",44,"Male",5,4,2,3,8,5,2,2,5,8,"Management/Professional"
"100","30","3.33333333333333",3,"2","5","Brick Wall ST",184," United Arab Emirates",0,15,"Arts, design, entertainment, sports, or media",54,"Female",7,8,2,1,7,7,5,7,4,6,"Arts Design Sports Media"
"38.1","6","6.35",3,"7","6","Gladiolus ST",187," United States of America",0,15,"Arts, design, entertainment, sports, or media",38,"Female",3,3,4,3,4,5,1,2,6,7,"Arts Design Sports Media"
"34","10","3.4",3,"7","5","Brick Wall ST",86," Japan",0,6,"Business operations specialists",55,"Female",7,5,8,7,5,8,4,2,3,6,"Management/Professional"
"130","22","5.90909090909091",3,"8","7","Pyramid ST + Gladiolus ST",161," South Africa",0,31,"Production",35,"Female",5,2,1,2,5,7,2,1,2,8,"Services"
"60","14","4.28571428571429",3,"5","3","Unknown",53," Egypt",1,14,"Education, training, or library",30,"Male",1,5,7,1,2,2,1,3,5,3,"Education/Training"
"56","27","2.07407407407407",3,"8","7","Brick Wall ST",78," India",1,1,"Management: professional or related occupations",22,"Male",1,1,1,1,4,1,9,1,1,2,"Management/Professional"
"90","7","12.8571428571429",3,"9","8","Bridge ST",187," United States of America",1,13,"Legal",40,"Male",2,5,6,4,2,5,2,2,6,6,"Management/Professional"
"40","16","2.5",3,"9","10","Pile ST",8," Armenia",1,8,"Computer or mathematical",45,"Male",3,9,1,3,1,9,3,8,1,7,"Management/Professional"
"70","8","8.75",3,"6","7","Gladiolus ST",9," Australia",0,14,"Education, training, or library",50,"Female",1,9,9,1,9,1,1,1,9,9,"Education/Training"
"79","10","7.9",3,"9","9","Unknown",24," Brazil",1,15,"Arts, design, entertainment, sports, or media",31,"Male",1,1,1,1,1,8,7,1,1,9,"Arts Design Sports Media"
"48","18","2.66666666666667",3,"7","6","Pyramid ST",185," United Kingdom of Great Britain and Northern I",1,24,"Sales or related occupations",38,"Male",5,3,8,7,3,2,2,1,5,2,"Services"
"106","8","13.25",3,"1","8","Gladiolus ST",163," Spain",0,22,"Building, grounds cleaning or maintenance",29,"Female",1,1,1,1,5,7,4,3,1,5,"Services"
"115","40","2.875",3,"4","2","Brick Wall ST",48," Denmark",0,7,"Financial specialists",64,"Female",7,6,9,8,6,7,6,9,1,5,"Management/Professional"
"38","22","1.72727272727273",3,"10","8","Pile ST",79," Indonesia",0,1,"Management: professional or related occupations",40,"Female",1,4,5,2,5,6,3,3,5,6,"Management/Professional"
"105","16","6.5625",3,"7","7","Pyramid ST",135," Peru",1,1,"Management: professional or related occupations",44,"Male",5,2,9,1,5,3,5,3,3,8,"Management/Professional"
"55.88","20","2.794",3,"7","7","Pyramid ST",187," United States of America",1,25,"Office or administrative support",65,"Male",7,8,9,5,8,5,9,1,5,8,"Management/Professional"
"45","26","1.73076923076923",1,"8","5","Pile ST",67," Greece",0,14,"Education, training, or library",34,"Female",2,3,3,2,2,8,5,1,1,7,"Education/Training"
"111.76","8","13.97",3,"6","7","Pyramid ST",187," United States of America",1,9,"Architects, surveyors, cartographers, or engineers",70,"Male",4,8,9,7,3,8,7,9,7,8,"Engineering"
"90","14","6.42857142857143",3,"5","3","Brick Wall ST",53," Egypt",0,24,"Sales or related occupations",45,"Female",2,5,2,7,4,4,6,6,3,6,"Services"
"56","20","2.8",3,"9","7","Brick Wall ST",77," Iceland",0,24,"Sales or related occupations",38,"Female",1,5,3,2,5,5,5,4,3,5,"Services"
"103","17","6.05882352941176",3,"3","1","Pyramid ST",156," Singapore",0,1,"Management: professional or related occupations",19,"Female",2,2,2,1,2,2,2,2,2,2,"Management/Professional"
"55","16","3.4375",3,"8","2","Brick Wall ST",78," India",0,31,"Production",54,"Female",6,8,8,7,2,8,1,8,1,5,"Services"
"56","12","4.66666666666667",3,"7","6","Brick Wall ST",187," United States of America",1,14,"Education, training, or library",48,"Male",7,7,8,8,4,3,3,3,2,3,"Education/Training"
"76","5","15.2",3,"8","7.5","Unknown",31," Canada",0,15,"Arts, design, entertainment, sports, or media",57,"Female",8,6,4,7,5,3,2,9,8,5,"Arts Design Sports Media"
"20","26","0.769230769230769",3,"7","8","Pyramid ST",163," Spain",1,12,"Community and social services",61,"Male",5,5,9,5,9,4,5,5,5,9,"Services"
"63","20","3.15",3,"2","3","Unknown",163," Spain",0,1,"Management: professional or related occupations",44,"Female",8,2,5,2,5,5,2,2,5,8,"Management/Professional"
"107","15","7.13333333333333",3,"3","5","Brick Wall ST",187," United States of America",1,16,"Health diagnosing or treating practitioners & technical occupations",23,"Male",3,1,7,5,1,1,1,1,2,1,"Health"
"62","19","3.26315789473684",3,"8","8","Brick Wall ST",126," Nigeria",0,25,"Office or administrative support",48,"Female",9,9,2,2,7,2,2,8,1,6,"Management/Professional"
"104","39","2.66666666666667",3,"5","6","Pyramid ST",53," Egypt",0,6,"Business operations specialists",22,"Female",2,1,1,1,1,1,8,1,1,5,"Management/Professional"
"45","8","5.625",3,"8","7","Unknown",24," Brazil",0,15,"Arts, design, entertainment, sports, or media",47,"Female",8,2,7,2,6,2,3,3,7,7,"Arts Design Sports Media"
"42","20","2.1",3,"5","7","Brick Wall ST",122," Netherlands",1,1,"Management: professional or related occupations",70,"Male",8,7,9,3,7,8,7,6,8,7,"Management/Professional"
"42","18","2.33333333333333",3,"7","3","Bridge ST",187," United States of America",1,7,"Financial specialists",52,"Male",6,6,1,7,5,4,7,6,6,4,"Management/Professional"
"75","27","2.77777777777778",3,"7.5","9","Brick Wall ST",164," Sri Lanka",0,8,"Computer or mathematical",72,"Female",2,9,8,7,9,5,7,8,9,8,"Management/Professional"
"81","23","3.52173913043478",3,"8","7","Brick Wall ST",163," Spain",1,1,"Management: professional or related occupations",76,"Male",9,9,2,6,9,6,9,9,8,9,"Management/Professional"
"16","17","0.941176470588235",3,"4","8","Brick Wall ST",187," United States of America",1,15,"Health care support",64,"Male",3,7,9,3,9,9,8,7,7,2,"Health"
"60.96","16","3.81",3,"7","5","Brick Wall ST",126," Nigeria",0,15,"Arts, design, entertainment, sports, or media",57,"Female",5,9,9,5,8,1,1,9,1,9,"Arts Design Sports Media"
"450","19","23.6842105263158",3,"8","7","Floor ST",61," France",1,25,"Office or administrative support",62,"Male",3,9,9,7,7,5,9,3,5,5,"Management/Professional"
"54","20","2.7",3,"8","8","Brick Wall ST",60," Finland",1,14,"Education, training, or library",48,"Male",1,9,9,1,5,8,1,5,1,8,"Education/Training"
"5.84","13","0.449230769230769",3,"6.5","8","Brick Wall ST",24," Brazil",0,9,"Architects, surveyors, cartographers, or engineers",29,"Female",2,1,2,1,5,2,8,1,2,5,"Engineering"
"81","5","16.2",3,"7.5","7","Pyramid ST",36," China",0,15,"Arts, design, entertainment, sports, or media",69,"Female",7,8,8,5,2,8,8,8,7,8,"Arts Design Sports Media"
"85","9","9.44444444444444",3,"1","7","Pyramid ST + Gladiolus ST",36," China",1,10,"Drafters, engineering, or mapping technicians",35,"Male",3,2,3,3,5,5,7,2,2,3,"Engineering"
"55","3","18.3333333333333",3,"3","5","Unknown",137," Poland",0,14,"Education, training, or library",71,"Female",5,8,8,7,8,8,7,5,7,8,"Education/Training"
"79","28","2.82142857142857",3,"8","3","Brick Wall ST",126," Nigeria",1,14,"Education, training, or library",42,"Male",5,9,9,3,1,2,9,2,1,1,"Education/Training"
"91","29","3.13793103448276",3,"6","7","Brick Wall ST",126," Nigeria",0,5,"Business and financial operations",33,"Female",5,1,9,3,3,2,2,2,1,5,"Management/Professional"
"98","20","4.9",3,"8","8","Brick Wall ST",151," Saudi Arabia",1,1,"Management: professional or related occupations",33,"Male",1,9,8,1,1,1,1,1,9,1,"Management/Professional"
"80","14","5.71428571428571",3,"7","4","Pyramid ST + Gladiolus ST",36," China",1,1,"Management: professional or related occupations",39,"Male",1,1,1,7,5,2,7,8,2,5,"Management/Professional"
"71","19","3.73684210526316",3,"6","3","Unknown",36," China",0,14,"Education, training, or library",38,"Female",5,7,3,3,2,2,1,1,9,5,"Education/Training"
"24.5","6","4.08333333333333",3,"10","2","Pyramid ST",36," China",1,12,"Community and social services",70,"Male",9,1,9,8,8,9,1,9,8,8,"Services"
"40","36","1.11111111111111",3,"9","8","Pyramid ST",187," United States of America",0,11,"Life, physical, or social science",46,"Female",5,1,9,5,5,5,5,3,3,5,"Science"
"72","21","3.42857142857143",3,"7","7","Brick Wall ST",187," United States of America",1,2,"Management: business or  financial operations occupations",44,"Male",4,8,5,2,3,3,7,2,7,3,"Management/Professional"
"60","10","6",3,"8","3","Brick Wall ST",78," India",1,25,"Office or administrative support",25,"Male",2,1,5,3,3,3,2,2,2,2,"Management/Professional"
"50","24","2.08333333333333",3,"7","6","Pyramid ST",151," Saudi Arabia",0,1,"Management: professional or related occupations",41,"Female",2,3,4,3,7,4,5,4,5,4,"Management/Professional"
"60","14","4.28571428571429",3,"10","3","Brick Wall ST",143," Russian Federation",1,5,"Business and financial operations",42,"Male",5,2,4,4,5,5,4,4,4,5,"Management/Professional"
"75","8","9.375",3,"8","3","Pile ST",183," Ukraine",1,12,"Community and social services",50,"Male",5,1,1,1,9,9,9,1,5,9,"Services"
"86","24","3.58333333333333",3,"7","7","Pyramid ST",183," Ukraine",1,13,"Legal",59,"Male",6,7,8,7,4,6,7,3,4,7,"Management/Professional"
"72","28","2.57142857142857",10,"6","4","Pyramid ST",9," Australia",1,15,"Arts, design, entertainment, sports, or media",39,"Male",3,3,3,2,5,3,7,3,3,7,"Arts Design Sports Media"
"74","17","4.35294117647059",3,"5","6","Brick Wall ST",78," India",0,9,"Architects, surveyors, cartographers, or engineers",58,"Female",7,9,7,6,5,4,1,8,5,6,"Engineering"
"62","12","5.16666666666667",3,"7","6","Bridge ST",75," Hong Kong (S.A.R.)",1,15,"Arts, design, entertainment, sports, or media",39,"Male",2,3,5,3,7,5,3,3,2,6,"Arts Design Sports Media"
"75","10","7.5",3,"6","7","Pyramid ST",36," China",0,7,"Financial specialists",50,"Female",3,3,8,2,3,8,7,6,3,7,"Management/Professional"
"99.06","54","1.83444444444444",3,"10","10","Pyramid ST",187," United States of America",1,2,"Management: business or  financial operations occupations",67,"Male",6,8,6,2,7,9,5,7,8,9,"Management/Professional"
"122","35","3.48571428571429",3,"2","3","Pyramid ST",36," China",1,7,"Financial specialists",56,"Male",7,7,7,7,3,8,7,1,7,2,"Management/Professional"
"104","18","5.77777777777778",3,"8","3","Brick Wall ST",80," Iran, Islamic Republic of...",0,1,"Management: professional or related occupations",45,"Female",2,4,7,4,6,7,3,2,3,7,"Management/Professional"
"95","22","4.31818181818182",3,"7","7","Brick Wall ST",36," China",1,7,"Financial specialists",41,"Male",1,2,5,2,5,7,5,1,5,8,"Management/Professional"
"86","40","2.15",3,"8","7","Pyramid ST",122," Netherlands",0,1,"Management: professional or related occupations",52,"Female",8,7,7,1,7,7,3,2,5,5,"Management/Professional"
"52","23","2.26086956521739",3,"6","4","Brick Wall ST",187," United States of America",1,1,"Management: professional or related occupations",49,"Male",3,7,9,7,5,5,3,3,3,4,"Management/Professional"
"75","10","7.5",3,"8","3","Bridge ST",183," Ukraine",0,14,"Education, training, or library",63,"Female",7,7,9,2,7,7,9,5,2,8,"Education/Training"
"64","12","5.33333333333333",3,"8","5","Pyramid ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",52,"Female",7,2,9,5,2,8,4,7,1,7,"Engineering"
"101","19","5.31578947368421",3,"8","7.5","Bridge ST",122," Netherlands",0,11,"Life, physical, or social science",62,"Female",4,8,8,3,8,7,4,8,6,6,"Science"
"87","3","29",3,"8","1","Unknown",65," Germany",1,14,"Education, training, or library",49,"Male",6,6,5,6,5,6,3,3,3,6,"Education/Training"
"93","26","3.57692307692308",3,"6","7","Pyramid ST",36," China",1,25,"Office or administrative support",36,"Male",5,9,2,2,2,5,3,3,2,3,"Management/Professional"
"50","10","5",3,"5","1","Pile ST",75," Hong Kong (S.A.R.)",0,25,"Office or administrative support",54,"Female",6,6,6,5,6,5,4,5,5,6,"Management/Professional"
"42","6","7",3,"8","7","Pyramid ST",36," China",1,14,"Education, training, or library",34,"Male",2,4,9,2,2,2,2,2,1,8,"Education/Training"
"50","7","7.14285714285714",3,"6","7","Unknown",185," United Kingdom of Great Britain and Northern I",0,8,"Computer or mathematical",53,"Female",3,5,3,4,7,5,7,5,5,9,"Management/Professional"
"75","27","2.77777777777778",3,"7","7","Pyramid ST",122," Netherlands",1,1,"Management: professional or related occupations",38,"Male",5,5,3,3,6,1,4,5,2,4,"Management/Professional"
"76","18","4.22222222222222",3,"6","6","Pile ST",53," Egypt",0,9,"Architects, surveyors, cartographers, or engineers",55,"Female",3,3,5,3,8,8,7,7,3,8,"Engineering"
"105","17","6.17647058823529",3,"7","8","Unknown",78," India",0,15,"Arts, design, entertainment, sports, or media",36,"Female",1,3,2,1,7,4,3,4,3,8,"Arts Design Sports Media"
"60","16","3.75",3,"4","6","Brick Wall ST",78," India",0,14,"Education, training, or library",57,"Female",2,2,8,2,9,9,9,5,2,9,"Education/Training"
"65","16","4.0625",3,"8","5","Brick Wall ST",78," India",1,1,"Management: professional or related occupations",37,"Male",2,1,2,1,2,9,8,2,2,8,"Management/Professional"
"70","16","4.375",3,"2","3","Pyramid ST + Gladiolus ST",31," Canada",1,14,"Education, training, or library",60,"Male",5,6,8,7,5,5,5,6,5,8,"Education/Training"
"20","3","6.66666666666667",3,"7.5","8.5","Unknown",36," China",1,5,"Business and financial operations",67,"Male",1,8,4,7,8,9,6,8,9,7,"Management/Professional"
"140","54","2.59259259259259",3,"2","10","Pyramid ST",187," United States of America",1,14,"Education, training, or library",64,"Male",6,6,9,7,7,7,5,6,4,7,"Education/Training"
"110","26","4.23076923076923",3,"7","5","Brick Wall ST",137," Poland",1,6,"Business operations specialists",49,"Male",3,3,8,7,5,5,3,3,5,7,"Management/Professional"
"79","20","3.95",3,"8","3","Brick Wall ST",122," Netherlands",1,1,"Management: professional or related occupations",40,"Male",3,5,4,3,3,5,7,2,5,3,"Management/Professional"
"104.4","24","4.35",10,"1","7","Unknown",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",60,"Male",5,1,8,5,9,8,1,9,9,5,"Arts Design Sports Media"
"91","49","1.85714285714286",3,"4","2","Brick Wall ST",126," Nigeria",0,2,"Management: business or  financial operations occupations",48,"Female",5,5,5,1,9,5,7,5,1,5,"Management/Professional"
"100","62","1.61290322580645",3,"9","8","Pyramid ST",80," Iran, Islamic Republic of...",1,15,"Arts, design, entertainment, sports, or media",50,"Male",5,5,5,7,3,7,5,3,2,8,"Arts Design Sports Media"
"81.28","17","4.78117647058824",3,"7","8","Brick Wall ST",187," United States of America",0,34,"Motor vehicle operators",57,"Female",3,8,6,2,8,7,4,7,4,8,"Services"
"64","8","8",3,"8","3","Pyramid ST",65," Germany",0,16,"Health diagnosing or treating practitioners & technical occupations",69,"Female",2,8,7,8,8,2,8,9,8,9,"Health"
"64.5","36","1.79166666666667",3,"6","7","Brick Wall ST",78," India",1,8,"Computer or mathematical",49,"Male",3,7,3,1,7,5,8,5,2,8,"Management/Professional"
"79.5","29","2.74137931034483",3,"8","3","Pyramid ST",51," Dominican Republic",1,15,"Arts, design, entertainment, sports, or media",66,"Male",8,8,5,4,8,5,7,9,5,7,"Arts Design Sports Media"
"50","7","7.14285714285714",3,"7","7","Pyramid ST",187," United States of America",0,9,"Architects, surveyors, cartographers, or engineers",60,"Female",8,7,9,2,8,8,2,2,5,9,"Engineering"
"150","30","5",3,"7","7","Unknown",80," Iran, Islamic Republic of...",1,14,"Education, training, or library",51,"Male",7,9,1,1,9,5,8,1,1,9,"Education/Training"
"140","18","7.77777777777778",3,"8.5","8.5","Pyramid ST + Gladiolus ST",111," Mexico",0,15,"Arts, design, entertainment, sports, or media",65,"Female",5,7,6,8,7,8,4,5,7,8,"Arts Design Sports Media"
"60","12","5",3,"1","5","Unknown",65," Australia",1,15,"Community and social services",55,"Male",5,9,9,3,5,5,4,1,7,7,"Services"
"87","15","5.8",3,"5","5","Floor ST",42," Croatia",0,1,"Management: professional or related occupations",56,"Female",4,7,8,8,3,7,7,2,5,5,"Management/Professional"
"10","10","1",3,"8","3","Unknown",24," Brazil",0,7,"Financial specialists",50,"Female",1,2,9,2,2,7,5,9,5,8,"Management/Professional"
"61","10","6.1",3,"5","3","Pyramid ST + Gladiolus ST",156," Singapore",0,16,"Health diagnosing or treating practitioners & technical occupations",56,"Female",4,7,7,2,3,5,6,7,8,7,"Health"
"100","9","11.1111111111111",3,"8","3","Brick Wall ST",24," Brazil",0,9,"Architects, surveyors, cartographers, or engineers",42,"Female",3,9,9,1,5,5,1,3,1,5,"Engineering"
"80.5","14","5.75",3,"5","4","Unknown",78," India",0,2,"Management: business or  financial operations occupations",54,"Female",3,9,5,2,7,6,7,3,4,8,"Management/Professional"
"110","15","7.33333333333333",10,"8","8","Brick Wall ST",36," China",0,16,"Health diagnosing or treating practitioners & technical occupations",58,"Female",8,7,1,1,8,7,2,8,8,8,"Health"
"28","4","7",3,"8","9","Pyramid ST",78," India",0,1,"Management: professional or related occupations",62,"Female",6,6,7,6,7,7,4,4,7,8,"Management/Professional"
"51","12","4.25",3,"6","4","Brick Wall ST",80," Iran, Islamic Republic of...",1,15,"Arts, design, entertainment, sports, or media",42,"Male",1,5,6,8,4,5,2,2,3,6,"Arts Design Sports Media"
"98","18","5.44444444444444",3,"10","8","Unknown",37," Colombia",0,9,"Architects, surveyors, cartographers, or engineers",75,"Female",7,9,7,9,8,9,1,9,7,9,"Engineering"
"77","36","2.13888888888889",3,"8","9","Pyramid ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",67,"Male",9,5,7,1,9,8,8,3,9,8,"Arts Design Sports Media"
"72","7","10.2857142857143",3,"7","10","Brick Wall ST",163," Spain",1,9,"Architects, surveyors, cartographers, or engineers",51,"Male",2,8,9,1,8,3,3,2,8,7,"Engineering"
"90","10","9",3,"8","7.5","Gladiolus ST",84," Italy",1,25,"Office or administrative support",74,"Male",9,5,9,1,9,9,9,9,5,9,"Management/Professional"
"80","24","3.33333333333333",3,"7","3","Brick Wall ST",78," India",0,31,"Production",31,"Female",1,2,4,2,1,3,6,4,5,3,"Services"
"53.3","3","17.7666666666667",3,"7","7","Pyramid ST",187," United States of America",1,2,"Management: business or  financial operations occupations",23,"Male",2,5,1,1,5,5,1,1,1,1,"Management/Professional"
"36","13","2.76923076923077",3,"6","4","Pyramid ST",187," United States of America",0,1,"Management: professional or related occupations",45,"Female",8,4,4,4,4,4,4,4,5,4,"Management/Professional"
